"","logFC","logCPM","LR","PValue"
"lp_0001",0.142790278079977,9.54660663947986,0.755014338330255,0.384893290450592
"lp_0002",0.287573572197353,10.1825402201689,2.90019697754306,0.0885687289725622
"lp_0004",-0.120247619936362,7.27768953170571,0.417692298734512,0.518090794109968
"lp_0005",0.0649412538719767,9.54711329030644,0.14013891371053,0.708142952320809
"lp_0009",1.43748149842852,11.7872386062185,31.892975490744,1.62905213692303e-08
"lp_0010",1.17795754394367,12.823444771745,41.6969711938341,1.06573959938784e-10
"lp_0011",1.10959856888667,12.2492573970787,45.2818127610642,1.70626297468575e-11
"lp_0012",-0.258864963068141,9.49021820808015,2.63321769000396,0.104649439292461
"lp_0013",-0.198865354961032,8.61387524828718,1.20703938648234,0.271919257456873
"lp_0014",-0.156002279757325,8.88919956081519,0.880426821166093,0.348084803204325
"lp_0015",0.083751469494802,5.26164168563687,0.104135733823107,0.746921931300987
"lp_0016",-0.21992828060823,6.66138692254102,1.1409408170944,0.285453615893836
"lp_0017",-0.329162076788161,7.57117464082088,3.49050775946773,0.0617216509641839
"lp_0018",-1.083650683541,5.18226611735174,23.9179347166613,1.00530826797761e-06
"lp_0022",-0.560987071805695,2.93623584582914,3.11710198088628,0.0774744570629758
"lp_0026",-0.302258830070956,6.37940512104365,2.23235565578002,0.135147660940788
"lp_0027",-0.965578971158028,4.94212348006145,16.3761012180527,5.19359660970501e-05
"lp_0036",-0.162570894567317,8.57800269257675,0.89729467248732,0.343508146062598
"lp_0037",0.0161516173254818,9.13203255639643,0.00952750643792655,0.922242820149671
"lp_0038",0.362102258292442,8.35402990027206,5.20805606112717,0.0224824586841952
"lp_0039",0.516768115961426,7.63434097921269,8.60608702429562,0.00335041340921069
"lp_0041",-0.0467378612862531,8.18106940092409,0.0611193243162091,0.804735470022601
"lp_0043",-0.20768275963396,9.13719037249504,1.57189222839273,0.209932428956788
"lp_0046",0.0998627845778579,4.34160783420076,0.109942102189159,0.740210061256344
"lp_0047",0.0648180282691295,2.8336816823432,0.0420164988122497,0.837588325699278
"lp_0048",-0.137292612092326,4.41379068432933,0.245504498259926,0.620258439349299
"lp_0050",1.09878363671558,3.97586312946569,15.8235522384171,6.95316023907766e-05
"lp_0052",0.186528621740501,5.08433753960409,0.713724355509652,0.398210181847253
"lp_0053",1.24671607734586,8.07913120036738,46.0976432647892,1.12503706659643e-11
"lp_0057",-0.493655340437061,5.37093954642925,5.14966382199402,0.0232508741043857
"lp_0058",-2.87410511959444,6.07191512712924,132.756557834873,1.02206822913403e-30
"lp_0059",-0.987701733740461,2.9602216947005,7.53102831436528,0.00606452822818858
"lp_0060",-0.234840750546362,1.306556825383,0.24664353685465,0.61944844558396
"lp_0061",-0.192362856326032,2.58391726572159,0.322343871849959,0.570202456938626
"lp_0062",-0.00845844160434637,2.39975343420145,0.000541582169568677,0.98143337179792
"lp_0063",-4.05428137657421,5.12565266522758,226.173766683841,4.07202213565237e-51
"lp_0066",0.423531445429482,4.87184955992392,3.43878530090425,0.0636824967435995
"lp_0068",-0.0800641238445853,5.78189461408378,0.133862664883837,0.714460239350902
"lp_0070",-2.04992012128499,8.02800503665781,100.182422851039,1.38987500830296e-23
"lp_0073",0.162479105312682,6.16469273493479,0.621647475910355,0.43043573174077
"lp_0075",0.540836092015068,1.09155549745061,1.13445253106294,0.286827594851503
"lp_0076",-0.209507435967441,7.05049852805316,1.2912275711,0.255821848150651
