"","logFC","logCPM","LR","PValue"
"lp_0001",0.0515146626813331,9.73334838516799,0.075420467504614,0.783602151426218
"lp_0002",0.16625692197992,10.3663046570083,0.827799343519914,0.362909644592216
"lp_0004",0.117150475348307,7.46209654836021,0.591891824926767,0.441688492792577
"lp_0005",0.240577662340789,9.61108840189476,1.7623502753075,0.184331633215609
"lp_0009",0.652851245819075,11.9471010640827,8.73127837680204,0.00312797109684579
"lp_0010",0.628539133059544,12.9500680972737,12.6886658263556,0.00036787866193278
"lp_0011",0.653356344838504,12.3758969721276,17.3473244427037,3.11336273464411e-05
"lp_0012",-0.208540330791554,9.53540025077763,1.42298504247887,0.232912703964842
"lp_0013",-0.135828867911149,8.64995703972402,0.477470870660795,0.489570147141885
"lp_0014",0.061847316835322,8.91150727146698,0.118839772500646,0.730296272284503
"lp_0016",-0.00373092210886508,6.31949371073874,0.000348948862949783,0.985096245157623
"lp_0017",-0.0106309418215875,7.27472476458724,0.0043876611042355,0.947187210994911
"lp_0026",-0.372427754779026,7.31751644077783,5.43404389733346,0.0197478986120558
"lp_0036",0.0844001482918248,8.577290512266,0.207172360556655,0.648992764094615
"lp_0037",0.124649281115222,9.28027930449043,0.494329643077709,0.482002280553337
"lp_0038",0.337021080947781,8.57608083798759,3.56535329129396,0.0589971851058357
"lp_0039",0.506297711843996,8.01124066628308,9.31120326658866,0.00227756854530826
"lp_0041",-0.354378614653825,8.19729889484059,3.8458231815621,0.049870035895076
"lp_0043",-0.138206801644293,8.99474460829957,0.599504084437882,0.438767302908423
"lp_0053",1.11778213765214,8.2403790276427,45.5849706364714,1.46158759300505e-11
"lp_0057",-0.562733918054521,5.93186865298542,9.92622711386251,0.00162940181781914
"lp_0058",-3.18607376919459,6.06962287806724,228.904767159504,1.03323005356664e-51
"lp_0063",-4.73367992672924,5.08354316958314,389.448947545843,1.09104399000015e-86
"lp_0068",-0.0210699286942894,5.76461491923752,0.0137469527771836,0.906664006248968
"lp_0070",-1.2077122244049,6.23436076917723,46.7608933455597,8.01979042543669e-12
"lp_0073",0.294396020744051,5.97989844815115,2.70303249049956,0.100157577934397
"lp_0076",-0.139630018239749,6.70656877496184,0.654543452229018,0.418492945218464
"lp_0077",0.105977980682466,5.97921529027283,0.366921534407561,0.544687096131486
"lp_0081",-0.488887127589829,5.76177930562188,7.4114531535392,0.00648099545930917
"lp_0085",-0.663169091247165,5.82607312708954,13.7076380556445,0.000213584072361179
"lp_0089",-0.0705025825568931,6.47968860923723,0.141645241134235,0.706650867392098
"lp_0091",0.00346153702125364,7.07908383000409,0.000326975623863746,0.985573064729159
"lp_0092",-0.470826710765842,5.86607129729963,7.43364969391348,0.00640153791554992
"lp_0098",-2.04999157192996,5.08467933610668,91.634008989195,1.04285248160121e-21
"lp_0099",0.263224112745453,7.23116768479553,0.9380039913584,0.332791693182665
"lp_0100",0.151510534029248,8.17873080470043,0.698695325792468,0.403222431225116
"lp_0102",1.26453140602738,5.93505643065498,42.3991050536039,7.44240869744683e-11
"lp_0103",0.978032528863523,5.62382114840679,17.1053947027364,3.53617179078463e-05
"lp_0111",-0.555554296053521,7.92371080320672,9.30940217454281,0.00227980859443587
"lp_0113",-2.7643976224306,5.54952040388126,174.183896352968,9.02453951947288e-40
"lp_0114",-2.50550218746728,6.4609866383326,153.831811077872,2.52048974971481e-35
"lp_0115",-2.45687152723112,6.15695793071493,162.073710753627,3.98643942717122e-37
"lp_0116",-2.45301001575565,7.0714031525416,175.616659215083,4.39081841554966e-40
"lp_0117",-0.451762289520708,6.2976361718954,5.71981507463471,0.0167744970865783
"lp_0118",-1.27954249715068,7.7645767234473,61.1180845307588,5.37521119355053e-15
"lp_0119",-0.473206745646824,6.84601595436695,6.31809221884987,0.0119512142690943
"lp_0120",-0.0798205478081705,9.10119315808776,0.199528131904986,0.655101994212547
"lp_0121",-0.190180116765172,6.37812471057829,1.09463233613689,0.295447107309242
"lp_0122",-0.356723093186125,6.57734829031278,4.11322483604196,0.0425491567668454
"lp_0124",0.179299322974637,9.60885500064072,1.02231910615897,0.311969541589716
"lp_0126",-0.248144264211656,9.33454528778973,1.0922971366459,0.29596279758644
"lp_0132",0.1490148133924,6.20084413226397,0.695600256205235,0.404266032910155
"lp_0137",-0.91021834919211,6.85601365696971,30.1308532037445,4.03854741555646e-08
"lp_0138",0.867475651247894,7.59238835819784,32.5847623874958,1.14105845115003e-08
"lp_0139",-1.70201138865717,10.809573608145,85.5547054841004,2.25379323682815e-20
"lp_0145",0.890288474683821,7.05920572580157,24.4410180873596,7.66198851858487e-07
"lp_0148",0.206228716651564,6.91903589698919,1.27439573564005,0.258943659821523
"lp_0149",0.148092061915539,8.29059319182116,0.737677601532752,0.39040584226197
"lp_0150",0.230226500090557,5.63025223342752,1.44318128643094,0.229625232154338
"lp_0152",-0.0101400100750075,6.86978126431389,0.00363167536169628,0.951945864845354
"lp_0158",-0.422482344566958,6.18067182566552,4.47529602484129,0.0343882448768437
"lp_0163",-0.183152061169542,6.76177699068913,0.96887048628971,0.324962037970852
"lp_0164",0.496714569767241,7.75788834934434,8.36982972350607,0.00381501364830721
"lp_0166",-0.169696969577753,5.90053370337074,0.827289385449351,0.363057504328072
"lp_0168",-0.490665823844063,7.65217026150713,10.1312383895983,0.00145777433071403
"lp_0169",-0.588508511974934,7.3719404266461,11.3661618586237,0.000747942753359645
"lp_0170",-0.497703350173061,6.17275385202204,8.19415806045696,0.0042025492632135
"lp_0171",-0.635404186905919,7.3386643630435,16.0444693878025,6.18720826923359e-05
"lp_0172",-1.38407966881199,5.66960568949702,56.4191570913444,5.85570720489605e-14
"lp_0173",-1.58954549963064,5.62234446237101,66.989464621423,2.72961985220405e-16
"lp_0174",-1.4041497201649,6.670564424126,58.9519695163834,1.61568046436172e-14
"lp_0175",-1.80642959379317,6.68021075536704,99.8309108434927,1.65979443635392e-23
"lp_0183",0.201722085759289,8.45117922629601,1.0572764922772,0.303837176810694
"lp_0184",-1.73106226240579,5.6568254518512,65.9625981709495,4.59561551998761e-16
"lp_0188",-0.230374816488845,5.66591264901775,1.76877971990703,0.183533170429127
"lp_0190",0.595474405258088,6.73555702136494,11.8772034465362,0.000568252012320266
"lp_0192",0.698586203434618,6.37614626269397,15.2173333937101,9.58198736604542e-05
"lp_0194",0.16567822871793,6.025117889906,0.860412257698432,0.353623349920714
"lp_0197",-0.519631131755901,7.70430509072394,7.74531920031711,0.00538519409929455
"lp_0199",-0.166198751599939,7.34909341755998,1.18644155954529,0.276048512777636
"lp_0206",-0.975614469741553,8.60615047868684,27.0569429377692,1.97549413079597e-07
"lp_0207",-0.170344640427162,6.0076092945096,0.938917554574858,0.332556374468979
"lp_0208",0.514138095417432,5.90585917213564,7.16677481745425,0.00742661756777774
"lp_0209",0.589608319901752,7.34211066074679,13.2912819160965,0.000266643104192485
"lp_0210",3.34399674392207,7.79988741548316,367.756848685942,5.76237659182824e-82
"lp_0215",0.951025339103195,6.40158518897289,29.7797415725446,4.84023457425502e-08
"lp_0217",-1.41703322273968,6.29742678754246,50.9241815345405,9.60035339140641e-13
"lp_0218",-1.39940707707622,8.11459330880773,68.1531719177673,1.51275936471804e-16
"lp_0219",-1.67783161884443,6.7330552125466,95.2830171977163,1.65022779278379e-22
"lp_0220",-0.502101283947635,6.79934509927508,9.32982663303237,0.00225453683681275
"lp_0221",-0.552615189132209,7.06919252480479,11.4451024779355,0.000716826797843042
"lp_0223",-0.492024353677758,5.87341192578138,7.81609486521105,0.00517829669784755
"lp_0226",-1.34042147259332,7.98958437853638,45.5409349280825,1.49481900586874e-11
"lp_0228",-0.910629867201801,8.13409844484665,20.5893535890466,5.69117303570954e-06
"lp_0231",-1.40216628147739,6.7787579776642,68.4346753039892,1.3115099016561e-16
"lp_0232",-1.77447800905808,5.44027679556471,88.4479835278605,5.2189357245825e-21
"lp_0233",-1.7329826354755,7.16093045724644,114.265095812685,1.14001873057326e-26
"lp_0235",-0.297171125993075,8.13188287243336,2.70114744457229,0.100276054035172
"lp_0236",0.274931788185272,6.0547998607803,2.47933730142224,0.115350846084799
"lp_0239",1.91744332946871,7.03282104475977,115.976674786703,4.80919738901981e-27
"lp_0240",-4.48565584929287,5.40749782309299,401.098156748023,3.17600036283499e-89
"lp_0242",-4.25876874594498,6.70620719584095,391.982408778047,3.06413037607686e-87
"lp_0243",-0.0812597980929176,6.96484798125646,0.236378465436278,0.626834101677721
"lp_0257",0.199708176639888,8.63139748539859,1.20676677576049,0.271973400308784
"lp_0259",1.57110822610911,6.46345042808322,77.6385692348328,1.23730287865127e-18
"lp_0262",6.38181261377901,6.68469662012572,553.79763448725,1.87869135260417e-122
"lp_0263",4.90826142925452,6.16531940498812,345.144215604165,4.83700237954903e-77
"lp_0271",0.825914477463914,5.65955889117664,20.7868833282017,5.13333385642387e-06
"lp_0272",0.774522500709771,5.97493676752935,19.3196846587909,1.10560648019223e-05
"lp_0275",0.808331829923958,8.28366080057986,22.2559045250943,2.38623874804065e-06
"lp_0282",-0.675530731222951,7.08091172558414,11.7554684094122,0.000606647423738462
"lp_0284",-0.733058398839564,5.44617162379932,17.6135543062243,2.70652436428627e-05
"lp_0285",-1.21559399639296,6.02867020454538,44.5563890547796,2.4713570076427e-11
"lp_0286",-3.73166741316852,9.27270048644472,315.287200195316,1.53983632360545e-70
"lp_0287",0.0168718204764412,7.45859247517451,0.00785432026913213,0.929380254596932
"lp_0291",-0.860714003349304,5.81995142039189,23.6884896526237,1.13257900290461e-06
"lp_0292",0.446229769072234,7.11667437517261,7.74413643400445,0.00538872235183989
"lp_0293",0.359528886323339,7.36161514933604,5.23507723444331,0.0221358256116426
"lp_0295",0.403173564642818,8.46661067143569,4.77543497677758,0.0288685526215027
"lp_0296",-0.0627718393574437,6.60646167665818,0.103760288758295,0.747362969838555
"lp_0302",0.852283910592837,8.75661429702646,20.0594320004756,7.50723563912068e-06
"lp_0304",-0.313596587455267,9.32998107753523,3.0907523122184,0.078738396869379
"lp_0305",0.0908504814760365,5.83016233927548,0.242202870776588,0.622619593072458
"lp_0306",-0.0407204596171638,6.77887264982983,0.0622413725132684,0.802987801222366
"lp_0307",-0.12628082001256,6.53071069245743,0.525260155033322,0.468606434016785
"lp_0308",-0.17979999098269,7.30686723122736,1.43289155780798,0.231293113849903
"lp_0310",-4.46101780476618,10.0570091499916,515.045539668192,5.06360921333434e-114
"lp_0313",-0.227868435436396,9.43907981058554,1.22932429668526,0.267538486524195
"lp_0315",0.0537145519229368,7.89370364711458,0.106899121882208,0.743702441717244
"lp_0316",0.0621675378431178,7.05690525014183,0.142217871158273,0.706086028104991
"lp_0317",-0.137691956122032,7.7831840565293,0.801333397239105,0.370695004466665
"lp_0318",-0.151531942698403,7.65854818684376,0.979309726808232,0.322369282923836
"lp_0319",-0.263827736397681,6.19058728198819,2.31473145627293,0.128153431307149
"lp_0320",-1.65538738841532,9.0855930781223,68.0036939209405,1.63189530412543e-16
"lp_0321",0.221789028070496,6.5583770368907,1.70405964794273,0.191757918353403
"lp_0322",0.247517421260613,7.59214927808252,2.3846566444893,0.122531811904604
"lp_0324",0.202426258771745,6.83870681635034,0.414853924522504,0.519516069621688
"lp_0325",1.592572418757,7.13695365716677,89.844477813833,2.57636684939921e-21
"lp_0326",1.25053107451402,8.04455222092135,51.4364743120193,7.39517314048691e-13
"lp_0327",1.14424612390581,6.91109116151314,35.4609748995168,2.60212078198875e-09
"lp_0329",3.45586188351025,6.89293800408707,303.937174396733,4.57100797505067e-68
"lp_0330",0.0805246554364552,13.5294897816691,0.249753530553789,0.617248677636709
"lp_0331",-0.516541463059919,8.36264459939088,7.66691813681922,0.00562424379460265
"lp_0332",-0.219889056320211,8.42987051065665,1.35097475417099,0.245107781250445
"lp_0333",-0.0969213727447197,8.09266607754106,0.206357165267036,0.649637727848809
"lp_0334",-1.27515001154564,9.9638129067914,52.7622174309287,3.76474191192435e-13
"lp_0335",-0.625577432108801,8.53439449167545,11.5560558960609,0.000675289475727644
"lp_0339",-0.224459044022005,5.89359035347173,1.49956244062119,0.220738699849014
"lp_0340",0.116283660747178,7.45054880037854,0.570509829255357,0.450056394928775
"lp_0343",0.786900162079044,8.55737343510864,15.3549020562805,8.90894778690326e-05
"lp_0344",0.634860511576076,9.38359816164519,11.2307243608538,0.00080454237867347
"lp_0348",0.163407142981724,6.06894051985455,0.896440309393711,0.343737991626501
"lp_0349",4.26110640303852,7.78032184762923,397.401825911205,2.02548505462267e-88
"lp_0351",0.295882968663452,7.205092132365,2.48741617189194,0.114759990048524
"lp_0354",-0.240398380790228,5.99890913566101,1.72845820858996,0.188607918374881
"lp_0357",0.201765651065071,5.76191400862195,1.27923624896792,0.258041090170164
"lp_0358",-0.299497488634912,7.09247831196052,3.1941282006939,0.0739031641975107
"lp_0359",0.0316881738939753,6.42910704430315,0.0298976840283078,0.862722589583173
"lp_0360",-0.074033161074053,6.12435898869963,0.159951131008118,0.68920151324139
"lp_0361",0.211625735458599,5.82409638075642,1.36891417994035,0.241998530227908
"lp_0362",0.613054895193394,8.98037488255735,11.5621934682387,0.000673064053736523
"lp_0363",-0.935945551561665,9.3004892730099,21.6660556563719,3.24482609330208e-06
"lp_0364",-0.936903264109784,6.86234178951309,26.1495825986091,3.15965402113479e-07
"lp_0367",-1.09822939495168,8.10034923168483,37.0003935730822,1.18105404460233e-09
"lp_0368",-0.945065786485811,7.91964252727783,30.6934312110968,3.02186323460672e-08
"lp_0369",-0.903736468070448,9.22569968095754,22.962266613392,1.65212599147258e-06
"lp_0371",-5.69889585570022,8.58392178287603,596.369824229755,1.03132396741433e-131
"lp_0372",-5.77912421680154,5.77954502355696,506.296681441463,4.0546787543858e-112
"lp_0423",4.72746251360384,5.84831771930313,167.811307430717,2.22441859262633e-38
"lp_0432",-0.366295974691759,9.07089517261498,4.06899836184844,0.0436771665986653
"lp_0434",0.0759487710967811,8.37236387522536,0.175630111961482,0.675155865787084
"lp_0436",-2.21082480045926,5.17989962935011,131.212047337708,2.22520533364365e-30
"lp_0442",-0.413342420809364,6.08062415318817,5.19443588540759,0.0226593083007625
"lp_0443",-0.179958373445442,7.93113010738594,1.18604907272405,0.276127956209175
"lp_0446",-0.211408997049519,6.65135145177751,1.52765883998328,0.216464151445104
"lp_0447",-0.207226107906385,7.45666340049172,1.79972724733283,0.179745472844031
"lp_0448",-0.26207798873438,7.85109807166108,2.62206785322125,0.10538702292579
"lp_0449",-0.191429413242256,7.11922359691087,1.39791398480358,0.237073149994638
"lp_0450",0.0331080112607357,6.94716433580851,0.0383453359953254,0.844751328008307
"lp_0454",-0.0175136192865962,10.710876748374,0.0103111747704077,0.91911866691666
"lp_0455",0.341255601855408,5.82664782276793,3.49707143514635,0.0614774528033696
"lp_0456",-0.0332679558334725,7.87893820950552,0.0366869884893504,0.848103737588736
"lp_0457",0.00992236000000301,7.73400071788914,0.0038718294228719,0.950384429506581
"lp_0458",0.163854110023614,8.15971644532349,0.997106733515977,0.318011607885233
"lp_0459",0.195731211932233,9.46679572176156,0.759497005405819,0.383485979359318
"lp_0460",0.111098849752905,7.36773041018251,0.534197726607449,0.464847374866257
"lp_0461",-0.216053845853236,6.7713843588477,1.62180004619968,0.202840979403945
"lp_0463",0.109790818363322,6.59559039581402,0.399855453066261,0.527163916350919
"lp_0464",0.175594726852826,6.20829994004544,1.03245801533136,0.309582048978706
"lp_0466",0.589329326086549,6.03281527770909,8.11063104609591,0.00440064045900833
"lp_0467",0.2228002243898,9.5564970375293,1.61473116785311,0.20382801888389
"lp_0471",0.277708437525929,10.9187851335746,2.50201215493155,0.113700943807691
"lp_0472",-1.72992272650706,7.80246448038625,107.958802923981,2.74423449436244e-25
"lp_0473",-0.475348979340389,8.8052390290482,6.35065381660547,0.0117338045268314
"lp_0475",-0.138215443466103,8.2124139867586,0.640089302742595,0.423678461203992
"lp_0476",-0.227617522126059,8.66559654403196,1.42036636026243,0.233343111394031
"lp_0477",-0.308423792739011,7.41317629540688,3.8211694584606,0.0506089035427362
"lp_0479",0.0655375469405112,7.2542874746561,0.167786146213075,0.682086871043762
"lp_0480",0.216789426835839,10.3943058808336,1.58897131182073,0.207473166237593
"lp_0481",0.160485510603661,10.5297573319838,0.848046795246731,0.357105477748154
"lp_0502",-2.15067161714323,6.36413110922758,106.191457042793,6.69446257362283e-25
"lp_0505",-1.43957599964921,6.49486460446392,51.8338892710455,6.04002465639544e-13
"lp_0506",-1.49215734658615,5.90697646873663,41.0063810039219,1.51733015057999e-10
"lp_0507",-1.34619373584106,6.12090151404298,55.5492282326661,9.11476095711477e-14
"lp_0510",0.240395054013313,9.74915002666494,1.96623588740178,0.160847968743376
"lp_0511",0.5135437121999,9.89543771044907,9.06296251860536,0.002608390212929
"lp_0512",1.15532125027924,10.4528682959575,19.7349020061879,8.89617153495343e-06
"lp_0513",-0.968368113505281,5.94200904106073,19.1122365071163,1.23252128076916e-05
"lp_0514",0.256155456229226,6.04067897262356,1.81906017556423,0.177425187358635
"lp_0515",0.0548881941606651,8.72757071059548,0.0943970182964655,0.7586599572847
"lp_0516",-0.115057243220927,8.35255065679417,0.455627186701193,0.499674735844297
"lp_0517",-0.0778848263858608,8.62613694389912,0.184743647801582,0.667327924147778
"lp_0518",0.118414876462778,9.6156754032243,0.460155665057204,0.497551231899226
"lp_0520",1.6666182388595,11.8130321142813,78.7423472683249,7.07623216431096e-19
"lp_0522",0.226222860639046,7.3680770420377,1.46426393059774,0.226252901499018
"lp_0523",0.279122496756115,8.26059100296378,2.83283886108148,0.0923549725798273
"lp_0524",-0.0460370456979842,8.50274527907014,0.0529948667478379,0.817931591195378
"lp_0533",1.21380110287096,7.28880427948193,35.5588473850235,2.47460541152151e-09
"lp_0535",-0.679178628888357,6.90210748316857,14.1958132500221,0.000164736645892892
"lp_0536",-0.0436792912149428,7.39036390092099,0.0787111864592074,0.779051627781806
"lp_0537",0.138214511310947,9.96596087873305,0.65381595932962,0.41875166938666
"lp_0538",0.290744557512445,6.92719150432933,3.0322835456179,0.0816230655679674
"lp_0539",0.231082921316584,9.40430469087233,1.71688444764493,0.190094579403858
"lp_0540",0.23955073872548,8.11923533440586,1.82959521592279,0.176175364040139
"lp_0541",0.460781291532616,6.82335932125215,6.81041557139849,0.0090627670913955
"lp_0542",-0.0579601924201877,8.57004802877991,0.0643105224141891,0.799808309928859
"lp_0543",0.173906394386049,9.93505561848011,1.01612708406782,0.313439440495565
"lp_0545",0.173065807120351,8.3835542337759,0.985194229177125,0.320919790306943
"lp_0546",0.0613970267059967,9.02646714377206,0.111225745305092,0.738752934472479
"lp_0547",-0.116326180224918,12.3612320860314,0.593371910225642,0.441118176126013
"lp_0548",0.210432583044626,6.25242122738024,1.06791717180055,0.301416381677174
"lp_0549",0.321537466132166,6.55496017964002,1.5995306032201,0.205969743779708
"lp_0550",0.490387002711147,9.7554881092692,5.23216624776074,0.0221729007392843
"lp_0551",-0.0637437663073039,9.25884886700348,0.100678499347055,0.751016922652253
"lp_0552",0.0224556966265736,7.03725136252022,0.01804794181988,0.893131646108929
"lp_0556",-0.120602875346832,6.06658591597189,0.473745376830275,0.491269147420254
"lp_0557",-0.0449902504982937,6.86395328204659,0.0667857145778328,0.796075589123804
